symbol,date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
AAPL,2016-08-17 00:00:00+00:00,25.6416531534,25.6768687547,25.4350549592,25.6134806724,101423904,109.22,0.0,109.37,108.34,109.1,1.0,25355976
AAPL,2016-08-18 00:00:00+00:00,25.6087852589,25.73086601,25.5946990184,25.6440008602,87938812,109.08,0.0,109.6,109.02,109.23,1.0,21984703
AAPL,2016-08-19 00:00:00+00:00,25.674521048,25.7519953708,25.4397503727,25.5360063496,101472288,109.36,0.0,109.69,108.36,108.77,1.0,25368072
AAPL,2016-08-22 00:00:00+00:00,25.474965974,25.6134806724,25.3200173283,25.5571357103,103280920,108.51,0.0,109.1,107.85,108.86,1.0,25820230
AAPL,2016-08-23 00:00:00+00:00,25.5547880036,25.665130221,25.4796613875,25.493747628,85030676,108.85,0.0,109.32,108.53,108.59,1.0,21257669
AAPL,2016-08-24 00:00:00+00:00,25.3622760499,25.5313109361,25.2801063135,25.4878783611,94700324,108.03,0.0,108.75,107.68,108.565,1.0,23675081
AAPL,2016-08-25 00:00:00+00:00,25.2542815392,25.3270604486,25.0453356382,25.2120228177,100344992,107.57,0.0,107.88,106.68,107.39,1.0,25086248
AAPL,2016-08-26 00:00:00+00:00,25.1063760138,25.3434943958,24.9584704884,25.2167182312,111065164,106.94,0.0,107.95,106.31,107.41,1.0,27766291
AAPL,2016-08-29 00:00:00+00:00,25.0782035328,25.2237613515,24.9537750749,25.0312493977,99881200,106.82,0.0,107.44,106.29,106.62,1.0,24970300
AAPL,2016-08-30 00:00:00+00:00,24.8856915791,25.0030769167,24.7683062414,24.838737444,99455780,106.0,0.0,106.5,105.5,105.8,1.0,24863945
AAPL,2016-08-31 00:00:00+00:00,24.9091686466,25.0194873869,24.801174136,24.8058695495,118649624,106.1,0.0,106.5699,105.64,105.66,1.0,29662406
AAPL,2016-09-01 00:00:00+00:00,25.057074172,25.0735081193,24.7964787225,24.9185594736,106806092,106.73,0.0,106.8,105.62,106.14,1.0,26701523
AAPL,2016-09-02 00:00:00+00:00,25.2918448473,25.3552329296,25.0782035328,25.284801727,107209800,107.73,0.0,108.0,106.82,107.7,1.0,26802450
AAPL,2016-09-06 00:00:00+00:00,25.284801727,25.4256641322,25.2401952987,25.3317558621,107521564,107.7,0.0,108.3,107.51,107.9,1.0,26880391
AAPL,2016-09-07 00:00:00+00:00,25.4397503727,25.5336586428,25.1368962016,25.3153219148,169457312,108.36,0.0,108.76,107.07,107.83,1.0,42364328
AAPL,2016-09-08 00:00:00+00:00,24.7730016549,25.1838503367,24.7072658658,25.1791549232,212008104,105.52,0.0,107.27,105.24,107.25,1.0,53002026
AAPL,2016-09-09 00:00:00+00:00,24.211899741,24.81995579,24.211899741,24.5664034607,186227936,103.13,0.0,105.72,103.13,104.64,1.0,46556984
AAPL,2016-09-12 00:00:00+00:00,24.7542200009,24.81995579,24.0710373359,24.0992098169,181171080,105.44,0.0,105.72,102.53,102.65,1.0,45292770
AAPL,2016-09-13 00:00:00+00:00,25.3434943958,25.5407017631,25.1768072164,25.2401952987,248704760,107.95,0.0,108.79,107.24,107.51,1.0,62176190
AAPL,2016-09-14 00:00:00+00:00,26.2403183754,26.5361294262,25.4960953348,25.5266155226,449361272,111.77,0.0,113.03,108.6,108.73,1.0,112340318
AAPL,2016-09-15 00:00:00+00:00,27.1324469414,27.1700102495,26.6441239369,26.7309890867,362452708,115.57,0.0,115.73,113.49,113.86,1.0,90613177
AAPL,2016-09-16 00:00:00+00:00,26.9798460025,27.2639185196,26.7732478083,27.0268001376,319547644,114.92,0.0,116.13,114.04,115.12,1.0,79886911
AAPL,2016-09-19 00:00:00+00:00,26.6652532976,27.2756570533,26.5877789748,27.0432340848,188092184,113.58,0.0,116.18,113.25,115.19,1.0,47023046
AAPL,2016-09-20 00:00:00+00:00,26.6629055909,26.7920294623,26.4140486751,26.5408248397,138057076,113.57,0.0,114.12,112.51,113.05,1.0,34514269
AAPL,2016-09-21 00:00:00+00:00,26.6582101774,26.7612745038,26.3978494985,26.72864138,144012740,113.55,0.0,113.989,112.441,113.85,1.0,36003185
AAPL,2016-09-22 00:00:00+00:00,26.9094147999,26.984541416,26.7638569813,26.8460267176,124295936,114.62,0.0,114.94,114.0,114.35,1.0,31073984
AAPL,2016-09-23 00:00:00+00:00,26.4610028101,26.9493258147,26.1886688268,26.8624606649,209924604,112.71,0.0,114.79,111.55,114.42,1.0,52481151
AAPL,2016-09-26 00:00:00+00:00,26.5009138249,26.6206468693,26.1886688268,26.2097981876,119477768,112.88,0.0,113.39,111.55,111.64,1.0,29869442
AAPL,2016-09-27 00:00:00+00:00,26.5502156668,26.5713450275,26.3741376603,26.529086306,98429648,113.09,0.0,113.18,112.34,113.0,1.0,24607412
AAPL,2016-09-28 00:00:00+00:00,26.7521184475,26.9141102134,26.6300376963,26.6910780719,118564340,113.95,0.0,114.64,113.43,113.69,1.0,29641085
AAPL,2016-09-29 00:00:00+00:00,26.3365743523,26.7169028462,26.2473614956,26.566649614,143547960,112.18,0.0,113.8,111.8,113.16,1.0,35886990
AAPL,2016-09-30 00:00:00+00:00,26.5408248397,26.6159514558,26.2473614956,26.4023101413,145516424,113.05,0.0,113.37,111.8,112.46,1.0,36379106
AAPL,2016-10-03 00:00:00+00:00,26.4163963818,26.5408248397,26.3600514198,26.4610028101,86807040,112.52,0.0,113.05,112.28,112.71,1.0,21701760
AAPL,2016-10-04 00:00:00+00:00,26.529086306,26.8366358906,26.4422211561,26.5431725465,118947340,113.0,0.0,114.31,112.63,113.06,1.0,29736835
AAPL,2016-10-05 00:00:00+00:00,26.5408248397,26.6840349517,26.4563073966,26.6229945761,85812356,113.05,0.0,113.66,112.69,113.4,1.0,21453089
AAPL,2016-10-06 00:00:00+00:00,26.738032207,26.8436790108,26.5596064938,26.6934257787,115117252,113.89,0.0,114.34,113.13,113.7,1.0,28779313
AAPL,2016-10-07 00:00:00+00:00,26.7779432218,26.8953285594,26.6488193504,26.8366358906,97433772,114.06,0.0,114.56,113.51,114.31,1.0,24358443
AAPL,2016-10-10 00:00:00+00:00,27.2451368656,27.4094763383,26.9328918674,27.00332307,144943824,116.05,0.0,116.75,114.72,115.02,1.0,36235956
AAPL,2016-10-11 00:00:00+00:00,27.3038295344,27.8649314483,27.2803524669,27.6325084798,256164172,116.3,0.0,118.69,116.2,117.7,1.0,64041043
AAPL,2016-10-12 00:00:00+00:00,27.5479910367,27.6982442688,27.4094763383,27.5503387434,150347148,117.34,0.0,117.98,116.75,117.35,1.0,37586787
AAPL,2016-10-13 00:00:00+00:00,27.4634735936,27.5714681042,27.1676625427,27.4188671653,140769624,116.98,0.0,117.44,115.72,116.79,1.0,35192406
AAPL,2016-10-14 00:00:00+00:00,27.6160745325,27.7428506971,27.4986891949,27.6747672013,142608764,117.63,0.0,118.17,117.13,117.88,1.0,35652191
AAPL,2016-10-17 00:00:00+00:00,27.5972928785,27.6653763743,27.4165194585,27.5456433299,94499584,117.55,0.0,117.84,116.78,117.33,1.0,23624896
AAPL,2016-10-18 00:00:00+00:00,27.5785112245,27.7522415242,27.5738158109,27.7451984039,98213912,117.47,0.0,118.21,117.45,118.18,1.0,24553478
AAPL,2016-10-19 00:00:00+00:00,27.4963414881,27.6465947203,26.7169028462,27.5268616759,80138376,117.12,0.0,117.76,113.8,117.25,1.0,20034594
AAPL,2016-10-20 00:00:00+00:00,27.4822552476,27.5573818637,27.3108726546,27.4353011125,96503204,117.06,0.0,117.38,116.33,116.86,1.0,24125801
AAPL,2016-10-21 00:00:00+00:00,27.374260737,27.4470396463,27.2991341209,27.4235625788,92770660,116.6,0.0,116.91,116.28,116.81,1.0,23192665
AAPL,2016-10-24 00:00:00+00:00,27.620769946,27.6418993068,27.4681690071,27.4916460746,94154692,117.65,0.0,117.74,117.0,117.1,1.0,23538673
AAPL,2016-10-25 00:00:00+00:00,27.7616323512,27.7874571254,27.5409479164,27.6912011486,192515880,118.25,0.0,118.36,117.31,117.95,1.0,48128970
AAPL,2016-10-26 00:00:00+00:00,27.1371423549,27.1629671292,26.6018652153,26.8366358906,264536876,115.59,0.0,115.7,113.31,114.31,1.0,66134219
AAPL,2016-10-27 00:00:00+00:00,26.8765469054,27.2005304373,26.7873340488,27.0901882199,138248180,114.48,0.0,115.86,114.1,115.39,1.0,34562045
AAPL,2016-10-28 00:00:00+00:00,26.6981211922,27.0479294983,26.6347331099,26.7333367935,151446648,113.72,0.0,115.21,113.45,113.87,1.0,37861662
AAPL,2016-10-31 00:00:00+00:00,26.6558624706,26.8178542366,26.576040441,26.6816872449,105677592,113.54,0.0,114.23,113.2,113.65,1.0,26419398
AAPL,2016-11-01 00:00:00+00:00,26.1745825863,26.7098597259,25.949202738,26.6370808166,175303248,111.49,0.0,113.77,110.53,113.46,1.0,43825812
AAPL,2016-11-02 00:00:00+00:00,26.1980596538,26.376485367,26.1135422107,26.1534532255,113326836,111.59,0.0,112.35,111.23,111.4,1.0,28331709
AAPL,2016-11-03 00:00:00+00:00,25.9186825503,26.3033447788,25.852605603,26.1900700121,107730408,109.83,0.57,111.46,109.55,110.98,1.0,26932602
AAPL,2016-11-04 00:00:00+00:00,25.685053344,26.0177979711,25.512781303,25.6118967238,123347988,108.84,0.0,110.25,108.11,108.53,1.0,30836997
AAPL,2016-11-07 00:00:00+00:00,26.0555562267,26.0791551364,25.8313665843,25.9776798246,130240000,110.41,0.0,110.51,109.46,110.08,1.0,32560000
AAPL,2016-11-08 00:00:00+00:00,26.2089491399,26.3647019441,25.8880039676,26.0319573169,97016716,111.06,0.0,111.72,109.7,110.31,1.0,24254179
AAPL,2016-11-09 00:00:00+00:00,26.1664711024,26.2703063052,25.4986219572,25.9304820051,236705444,110.88,0.0,111.32,108.05,109.88,1.0,59176361
AAPL,2016-11-10 00:00:00+00:00,25.4372647919,26.2160288128,24.9747261613,26.2160288128,228538164,107.79,0.0,111.09,105.83,111.09,1.0,57134541
AAPL,2016-11-11 00:00:00+00:00,25.5882978141,25.6921330169,25.1446383113,25.2319542773,136575592,108.43,0.0,108.87,106.55,106.92,1.0,34143898
AAPL,2016-11-14 00:00:00+00:00,24.9464074696,25.4417485847,24.5617452411,25.3263499162,204702016,105.71,0.0,107.809,104.08,107.32,1.0,51175504
AAPL,2016-11-15 00:00:00+00:00,25.2767922058,25.4113059912,25.052437371,25.1493580933,129058040,107.11,0.0,107.68,106.1593,106.57,1.0,32264510
AAPL,2016-11-16 00:00:00+00:00,25.9564408058,26.0130781892,25.1564377662,25.1800366759,235362088,109.99,0.0,110.23,106.6,106.7,1.0,58840522
AAPL,2016-11-17 00:00:00+00:00,25.9470012419,26.0413968808,25.682693453,25.9139627683,110528012,109.95,0.0,110.35,108.83,109.81,1.0,27632003
AAPL,2016-11-18 00:00:00+00:00,25.9729600426,26.0862348093,25.8785644037,25.8927237496,113715668,110.06,0.0,110.54,109.66,109.72,1.0,28428917
AAPL,2016-11-21 00:00:00+00:00,26.367061835,26.4284190003,25.9611605878,25.9871193885,117058284,111.73,0.0,111.99,110.01,110.12,1.0,29264571
AAPL,2016-11-22 00:00:00+00:00,26.3835810718,26.5298943121,26.2891854329,26.4189794364,103862136,111.8,0.0,112.42,111.4,111.95,1.0,25965534
AAPL,2016-11-23 00:00:00+00:00,26.2490672864,26.3151442336,26.0366770989,26.279745869,109705576,111.23,0.0,111.51,110.33,111.36,1.0,27426394
AAPL,2016-11-25 00:00:00+00:00,26.3812211809,26.4001003086,26.1829903392,26.2254683767,45903688,111.79,0.0,111.87,110.95,111.13,1.0,11475922
AAPL,2016-11-28 00:00:00+00:00,26.3293035795,26.5405138215,26.286825542,26.2962651059,108775932,111.57,0.0,112.465,111.39,111.43,1.0,27193983
AAPL,2016-11-29 00:00:00+00:00,26.3033447788,26.4378585642,25.9753199336,26.1428721926,114115000,111.46,0.0,112.03,110.07,110.78,1.0,28528750
AAPL,2016-11-30 00:00:00+00:00,26.0815150274,26.4779767107,26.0225177531,26.3269436885,144649032,110.52,0.0,112.2,110.27,111.56,1.0,36162258
AAPL,2016-12-01 00:00:00+00:00,25.8384462572,26.1806304482,25.7298912725,26.0449367173,148347448,109.49,0.0,110.94,109.03,110.365,1.0,37086862
AAPL,2016-12-02 00:00:00+00:00,25.9352017871,25.9800397155,25.687413235,25.7629297461,106111988,109.9,0.0,110.09,108.85,109.17,1.0,26527997
AAPL,2016-12-05 00:00:00+00:00,25.7487704002,25.9658803697,25.5458197766,25.9588006968,137298160,109.11,0.0,110.03,108.25,110.0,1.0,34324540
AAPL,2016-12-06 00:00:00+00:00,25.9470012419,26.0437567718,25.767649528,25.8408061482,104781848,109.95,0.0,110.36,109.19,109.5,1.0,26195462
AAPL,2016-12-07 00:00:00+00:00,26.201869467,26.2396277225,25.7605698551,25.7841687648,119994876,111.03,0.0,111.19,109.16,109.26,1.0,29998719
AAPL,2016-12-08 00:00:00+00:00,26.459097583,26.5322542031,26.1003941551,26.1617513204,108273264,112.12,0.0,112.43,110.6,110.86,1.0,27068316
AAPL,2016-12-09 00:00:00+00:00,26.8909576309,27.0679494538,26.5039355114,26.5039355114,137610508,113.95,0.0,114.7,112.31,112.31,1.0,34402627
AAPL,2016-12-12 00:00:00+00:00,26.7375647177,27.138746183,26.5464135489,26.7352048267,105497508,113.3,0.0,115.0,112.49,113.29,1.0,26374377
AAPL,2016-12-13 00:00:00+00:00,27.1835841115,27.3558561525,26.8437598115,26.8649988302,174935244,115.19,0.0,115.92,113.75,113.84,1.0,43733811
AAPL,2016-12-14 00:00:00+00:00,27.1835841115,27.4219330997,27.1340264011,27.1481857469,136127336,115.19,0.0,116.2,114.98,115.04,1.0,34031834
AAPL,2016-12-15 00:00:00+00:00,27.3322572428,27.5470073212,27.1930236754,27.22842204,186098176,115.82,0.0,116.73,115.23,115.38,1.0,46524544
AAPL,2016-12-16 00:00:00+00:00,27.3676556073,27.4927298289,27.2909591507,27.485650156,177404536,115.97,0.0,116.5,115.645,116.47,1.0,44351134
AAPL,2016-12-19 00:00:00+00:00,27.5257683025,27.7004002345,27.3157380059,27.3275374608,111117692,116.64,0.0,117.38,115.75,115.8,1.0,27779423
AAPL,2016-12-20 00:00:00+00:00,27.5989249226,27.7287189261,27.5352078664,27.5493672122,85699860,116.95,0.0,117.5,116.68,116.74,1.0,21424965
AAPL,2016-12-21 00:00:00+00:00,27.6248837233,27.7051200164,27.5588067761,27.5635265581,95132660,117.06,0.0,117.4,116.78,116.8,1.0,23783165
AAPL,2016-12-22 00:00:00+00:00,27.4431721185,27.4950897199,27.2897792052,27.4573314643,104343416,116.29,0.0,116.51,115.64,116.35,1.0,26085854
AAPL,2016-12-23 00:00:00+00:00,27.4974496108,27.4974496108,27.2779797504,27.2779797504,56997936,116.52,0.0,116.52,115.59,115.59,1.0,14249484
AAPL,2016-12-27 00:00:00+00:00,27.6720815428,27.7995156553,27.4903699379,27.4974496108,73187420,117.26,0.0,117.8,116.49,116.52,1.0,18296855
AAPL,2016-12-28 00:00:00+00:00,27.5540869942,27.8506308938,27.4219330997,27.7334387081,83623568,116.76,0.0,118.0166,116.2,117.52,1.0,20905892
AAPL,2016-12-29 00:00:00+00:00,27.5470073212,27.6365651836,27.4691309192,27.480930374,60158076,116.73,0.0,117.1095,116.4,116.45,1.0,15039519
AAPL,2016-12-30 00:00:00+00:00,27.3322572428,27.6579221969,27.2402214948,27.5281281935,122345060,115.82,0.0,117.2,115.43,116.65,1.0,30586265
AAPL,2017-01-03 00:00:00+00:00,27.4101336448,27.4526116823,27.0821087997,27.3275374608,115127460,116.15,0.0,116.33,114.76,115.8,1.0,28781865
AAPL,2017-01-04 00:00:00+00:00,27.3794550622,27.4950897199,27.3157380059,27.3393369157,84472464,116.02,0.0,116.51,115.75,115.85,1.0,21118116
AAPL,2017-01-05 00:00:00+00:00,27.5186886296,27.5786770581,27.3298973518,27.3558561525,88774348,116.61,0.0,116.8642,115.81,115.92,1.0,22193587
AAPL,2017-01-06 00:00:00+00:00,27.825474456,27.8844717303,27.485650156,27.5588067761,127007600,117.91,0.0,118.16,116.47,116.78,1.0,31751900
AAPL,2017-01-09 00:00:00+00:00,28.080342681,28.1841778838,27.8325541289,27.8349140199,134247792,118.99,0.0,119.43,117.94,117.95,1.0,33561948
AAPL,2017-01-10 00:00:00+00:00,28.1086613727,28.1723784289,27.9175102039,28.0284250796,97848204,119.11,0.0,119.38,118.3,118.77,1.0,24462051
