symbol,date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
AAPL,2017-01-11 00:00:00+00:00,28.2596943949,28.3021724324,27.9883069331,28.0213454067,110354372,119.75,0.0,119.93,118.6,118.74,1.0,27588593
AAPL,2017-01-12 00:00:00+00:00,28.1416998463,28.1534993012,27.8962711852,28.0579237168,108344880,119.25,0.0,119.3,118.21,118.895,1.0,27086220
AAPL,2017-01-13 00:00:00+00:00,28.0921421359,28.2290158123,28.0378646435,28.1086613727,104447792,119.04,0.0,119.62,118.81,119.11,1.0,26111948
AAPL,2017-01-17 00:00:00+00:00,28.3186916692,28.3753290526,27.8986310761,27.9269497678,137759372,120.0,0.0,120.24,118.22,118.34,1.0,34439843
AAPL,2017-01-18 00:00:00+00:00,28.3163317783,28.4366862179,28.250254831,28.3186916692,94851844,119.99,0.0,120.5,119.71,120.0,1.0,23712961
AAPL,2017-01-19 00:00:00+00:00,28.2667740678,28.339930688,28.170018538,28.1770982109,102389164,119.78,0.0,120.09,119.37,119.4,1.0,25597291
AAPL,2017-01-20 00:00:00+00:00,28.3186916692,28.424886763,28.2560601628,28.424886763,130391568,120.0,0.0,120.45,119.7346,120.45,1.0,32597892
AAPL,2017-01-23 00:00:00+00:00,28.337570797,28.509842838,28.2644141769,28.3186916692,88200872,120.08,0.0,120.81,119.77,120.0,1.0,22050218
AAPL,2017-01-24 00:00:00+00:00,28.3116119963,28.342290579,28.2006971206,28.2124965755,92844152,119.97,0.0,120.1,119.5,119.55,1.0,23211038
AAPL,2017-01-25 00:00:00+00:00,28.762351172,28.8142687734,28.3847686165,28.4178070901,130346692,121.88,0.0,122.1,120.28,120.42,1.0,32586673
AAPL,2017-01-26 00:00:00+00:00,28.7765105179,28.8945050665,28.6962742248,28.7127934616,105350304,121.94,0.0,122.44,121.6,121.67,1.0,26337576
AAPL,2017-01-27 00:00:00+00:00,28.7788704089,28.8732660478,28.6962742248,28.8237083373,82251776,121.95,0.0,122.35,121.6,122.14,1.0,20562944
AAPL,2017-01-30 00:00:00+00:00,28.7033538977,28.7033538977,28.4744444734,28.5381615297,121510012,121.63,0.0,121.63,120.66,120.93,1.0,30377503
AAPL,2017-01-31 00:00:00+00:00,28.6372769505,28.6467165144,28.4650049095,28.5900791311,196803972,121.35,0.0,121.39,120.62,121.15,1.0,49200993
AAPL,2017-02-01 00:00:00+00:00,30.3835962701,30.7942172993,29.9729752409,29.9776950229,447940160,128.75,0.0,130.49,127.01,127.03,1.0,111985040
AAPL,2017-02-02 00:00:00+00:00,30.3316786687,30.5346292923,30.1546868458,30.2007047197,134841644,128.53,0.0,129.39,127.78,127.975,1.0,33710411
AAPL,2017-02-03 00:00:00+00:00,30.4614726722,30.4874314729,30.2443627027,30.2797610673,98029204,129.08,0.0,129.19,128.16,128.31,1.0,24507301
AAPL,2017-02-06 00:00:00+00:00,30.7470194799,30.7965771903,30.4189946347,30.4732721271,107383696,130.29,0.0,130.5,128.9,129.13,1.0,26845924
AAPL,2017-02-07 00:00:00+00:00,31.0396459605,31.1717998549,30.7847777354,30.8060167542,152735364,131.53,0.0,132.09,130.45,130.54,1.0,38183841
AAPL,2017-02-08 00:00:00+00:00,31.1600004,31.2024784375,30.9664893403,30.9971679229,92016288,132.04,0.0,132.22,131.22,131.35,1.0,23004072
AAPL,2017-02-09 00:00:00+00:00,31.3841900424,31.3901151651,31.0760836608,31.2016962625,113399436,132.42,0.57,132.445,131.12,131.65,1.0,28349859
AAPL,2017-02-10 00:00:00+00:00,31.3130885697,31.5074325951,31.2964982261,31.3936702388,80261832,132.12,0.0,132.94,132.05,132.46,1.0,20065458
AAPL,2017-02-13 00:00:00+00:00,31.5903843132,31.7159969149,31.4624016624,31.5406132823,92141684,133.29,0.0,133.82,132.75,133.08,1.0,23035421
AAPL,2017-02-14 00:00:00+00:00,32.0004028057,32.0169931493,31.5809041168,31.6330451968,132904892,135.02,0.0,135.09,133.25,133.47,1.0,33226223
AAPL,2017-02-15 00:00:00+00:00,32.1165352111,32.2966589419,31.9056008421,32.1189052602,142492400,135.51,0.0,136.27,134.62,135.52,1.0,35623100
AAPL,2017-02-16 00:00:00+00:00,32.0774294011,32.2089671256,31.9576945211,32.1544559965,90338220,135.345,0.0,135.9,134.8398,135.67,1.0,22584555
AAPL,2017-02-17 00:00:00+00:00,32.1663062419,32.1923767819,32.0193631984,32.0193631984,88792788,135.72,0.0,135.83,135.1,135.1,1.0,22198197
AAPL,2017-02-21 00:00:00+00:00,32.3985710527,32.4104212982,32.2279275183,32.2871787455,98028624,136.7,0.0,136.75,135.98,136.23,1.0,24507156
AAPL,2017-02-22 00:00:00+00:00,32.4957430654,32.4981131145,32.2587381564,32.3345797273,83347728,137.11,0.0,137.12,136.11,136.43,1.0,20836932
AAPL,2017-02-23 00:00:00+00:00,32.3582802182,32.5834348817,32.3037690891,32.5597343908,83152744,136.53,0.0,137.48,136.3,137.38,1.0,20788186
AAPL,2017-02-24 00:00:00+00:00,32.3890908564,32.3890908564,32.062024082,32.2113371746,87106340,136.66,0.0,136.66,135.28,135.91,1.0,21776585
AAPL,2017-02-27 00:00:00+00:00,32.4530821818,32.5727696608,32.299028991,32.5028532126,81029704,136.93,0.0,137.435,136.28,137.14,1.0,20257426
AAPL,2017-02-28 00:00:00+00:00,32.4673024763,32.5727696608,32.3985710527,32.4886329181,93931440,136.99,0.0,137.435,136.7,137.08,1.0,23482860
AAPL,2017-03-01 00:00:00+00:00,33.1309162213,33.2162379886,32.6106904462,32.6806068944,145658340,139.79,0.0,140.15,137.595,137.89,1.0,36414585
AAPL,2017-03-02 00:00:00+00:00,32.9342021469,33.2467168199,32.8868011651,33.1806872522,104843936,138.96,0.0,140.2786,138.76,140.0,1.0,26210984
AAPL,2017-03-03 00:00:00+00:00,33.1285461723,33.1403964177,32.8465103306,32.8915412633,86284484,139.78,0.0,139.83,138.59,138.78,1.0,21571121
AAPL,2017-03-06 00:00:00+00:00,33.0242640123,33.1261761232,32.8479086596,33.030189135,87000176,139.34,0.0,139.77,138.5959,139.365,1.0,21750044
AAPL,2017-03-07 00:00:00+00:00,33.0669248959,33.175947154,32.8939113124,32.9579026378,69785188,139.52,0.0,139.98,138.79,139.06,1.0,17446297
AAPL,2017-03-08 00:00:00+00:00,32.9436823433,33.1332862704,32.9010214597,32.9318320978,74828944,139.0,0.0,139.8,138.82,138.95,1.0,18707236
AAPL,2017-03-09 00:00:00+00:00,32.8678407724,32.8939113124,32.4815227708,32.882061067,88623616,138.68,0.0,138.79,137.05,138.74,1.0,22155904
AAPL,2017-03-10 00:00:00+00:00,32.9768630305,33.0283167963,32.8583605761,33.0029335705,78451204,139.14,0.0,139.3571,138.64,139.25,1.0,19612801
AAPL,2017-03-13 00:00:00+00:00,32.9910833251,33.0455944541,32.9010214597,32.9081316069,69686868,139.2,0.0,139.43,138.82,138.85,1.0,17421717
AAPL,2017-03-14 00:00:00+00:00,32.9413122942,33.0977355341,32.9057615578,33.014783816,61236260,138.99,0.0,139.65,138.84,139.3,1.0,15309065
AAPL,2017-03-15 00:00:00+00:00,33.2897095103,33.3584646344,32.949607466,33.0408543559,102767096,140.46,0.0,140.7501,139.025,139.41,1.0,25691774
AAPL,2017-03-16 00:00:00+00:00,33.3442206394,33.4224322593,33.2423085286,33.3513307867,76927992,140.69,0.0,141.02,140.26,140.72,1.0,19231998
AAPL,2017-03-17 00:00:00+00:00,33.1783172031,33.4176921612,33.1546167122,33.4176921612,175539808,139.99,0.0,141.0,139.89,141.0,1.0,43884952
AAPL,2017-03-20 00:00:00+00:00,33.5267144193,33.5361946156,33.2351983813,33.2754892158,86168152,141.46,0.0,141.5,140.23,140.4,1.0,21542038
AAPL,2017-03-21 00:00:00+00:00,33.1427664668,33.8443009973,33.1166959268,33.6807676101,158119648,139.84,0.0,142.8,139.73,142.11,1.0,39529912
AAPL,2017-03-22 00:00:00+00:00,33.5172342229,33.5598951065,33.1238060741,33.1439514913,103440660,141.42,0.0,141.6,139.76,139.845,1.0,25860165
AAPL,2017-03-23 00:00:00+00:00,33.3987317685,33.55619783,33.3252602467,33.4793134375,81385204,140.92,0.0,141.5844,140.61,141.26,1.0,20346301
AAPL,2017-03-24 00:00:00+00:00,33.3323703939,33.5930757938,33.2636389704,33.5361946156,89582252,140.64,0.0,141.74,140.35,141.5,1.0,22395563
AAPL,2017-03-27 00:00:00+00:00,33.3892515721,33.4698332411,32.8536204779,33.0361142578,94300376,140.88,0.0,141.22,138.62,139.39,1.0,23575094
AAPL,2017-03-28 00:00:00+00:00,34.0813059062,34.1381870844,33.3276302958,33.3963617194,133499220,143.8,0.0,144.04,140.62,140.91,1.0,33374805
AAPL,2017-03-29 00:00:00+00:00,34.1571474771,34.2448392934,33.9367329118,34.0528653171,116759820,144.12,0.0,144.49,143.19,143.68,1.0,29189955
AAPL,2017-03-30 00:00:00+00:00,34.1121165444,34.2472093425,34.0102044335,34.1737378207,84829008,143.93,0.0,144.5,143.5,144.19,1.0,21207252
AAPL,2017-03-31 00:00:00+00:00,34.048125219,34.1926982134,33.8940720281,34.0623455135,78646604,143.66,0.0,144.27,143.01,143.72,1.0,19661651
AAPL,2017-04-03 00:00:00+00:00,34.0576054153,34.1571474771,33.9035522245,34.0599754644,79942856,143.7,0.0,144.12,143.05,143.71,1.0,19985714
AAPL,2017-04-04 00:00:00+00:00,34.3112006679,34.339641257,33.9319928136,33.9509532063,79565416,144.77,0.0,144.89,143.17,143.25,1.0,19891354
AAPL,2017-04-05 00:00:00+00:00,34.1334469862,34.4747340551,34.0836759553,34.180847968,110871416,144.02,0.0,145.46,143.81,144.22,1.0,27717854
AAPL,2017-04-06 00:00:00+00:00,34.048125219,34.2519494407,33.9983541881,34.1974383116,84596136,143.66,0.0,144.52,143.45,144.29,1.0,21149034
AAPL,2017-04-07 00:00:00+00:00,33.9722836481,34.1713677716,33.9556933045,34.0647155626,66634172,143.34,0.0,144.18,143.27,143.73,1.0,16658543
AAPL,2017-04-10 00:00:00+00:00,33.9319928136,34.100076695,33.8680014882,34.0339049244,75733588,143.17,0.0,143.8792,142.9,143.6,1.0,18933397
AAPL,2017-04-11 00:00:00+00:00,33.5670052538,33.9746536972,33.1949075468,33.8774816845,121517504,141.63,0.0,143.35,140.06,142.94,1.0,30379376
AAPL,2017-04-12 00:00:00+00:00,33.6072960883,33.6902478065,33.4200622103,33.5598951065,81400000,141.8,0.0,142.15,141.01,141.6,1.0,20350000
AAPL,2017-04-13 00:00:00+00:00,33.4295424066,33.7447589355,33.4295424066,33.6333666283,71291520,141.05,0.0,142.38,141.05,141.91,1.0,17822880
AAPL,2017-04-17 00:00:00+00:00,33.6144062356,33.626256481,33.386881523,33.5314545175,66328376,141.83,0.0,141.88,140.87,141.48,1.0,16582094
AAPL,2017-04-18 00:00:00+00:00,33.465093143,33.6641772665,33.4437627012,33.5148641738,58790176,141.2,0.0,142.04,141.11,141.41,1.0,14697544
AAPL,2017-04-19 00:00:00+00:00,33.3418505903,33.6546970701,33.2873394612,33.626256481,69313500,140.68,0.0,142.0,140.45,141.88,1.0,17328375
AAPL,2017-04-20 00:00:00+00:00,33.75897923,33.8727415863,33.4556129466,33.4698332411,93278248,142.44,0.0,142.92,141.16,141.22,1.0,23319562
AAPL,2017-04-21 00:00:00+00:00,33.7186883955,33.8158604082,33.6191463338,33.75897923,69283712,142.27,0.0,142.68,141.85,142.44,1.0,17320928
AAPL,2017-04-24 00:00:00+00:00,34.0433851208,34.1168566426,33.9343628627,34.0102044335,68466396,143.64,0.0,143.95,143.18,143.5,1.0,17116599
AAPL,2017-04-25 00:00:00+00:00,34.2543194897,34.3420113061,34.0978962498,34.1073764462,72865888,144.53,0.0,144.9,143.87,143.91,1.0,18216472
AAPL,2017-04-26 00:00:00+00:00,34.0528653171,34.2709098334,33.9808632258,34.2400991952,78457148,143.68,0.0,144.6,143.3762,144.47,1.0,19614287
AAPL,2017-04-27 00:00:00+00:00,34.0789358571,34.1666276734,33.9651735008,34.1103390076,55795920,143.79,0.0,144.16,143.31,143.9225,1.0,13948980
AAPL,2017-04-28 00:00:00+00:00,34.0457551699,34.1998083607,33.9556933045,34.1500373298,80988748,143.65,0.0,144.3,143.27,144.09,1.0,20247187
AAPL,2017-05-01 00:00:00+00:00,34.7401795531,34.8871225966,34.3562316006,34.3894122878,131275040,146.58,0.0,147.2,144.96,145.1,1.0,32818760
AAPL,2017-05-02 00:00:00+00:00,34.9605941184,35.0980569656,34.8018008294,34.9677042657,159010680,147.51,0.0,148.09,146.84,147.54,1.0,39752670
AAPL,2017-05-03 00:00:00+00:00,34.8539419094,34.9558540202,34.1926982134,34.5055446932,180571224,147.06,0.0,147.49,144.27,145.59,1.0,45142806
AAPL,2017-05-04 00:00:00+00:00,34.7283293076,34.8729023021,34.5576857732,34.7259592585,93102760,146.53,0.0,147.14,145.81,146.52,1.0,23275690
AAPL,2017-05-05 00:00:00+00:00,35.3042512364,35.3089913345,34.7828404367,34.7828404367,107149436,148.96,0.0,148.98,146.76,146.76,1.0,26787359
AAPL,2017-05-08 00:00:00+00:00,36.2641211176,36.4276545048,35.32084158,35.32084158,193356840,153.01,0.0,153.7,149.03,149.03,1.0,48339210
AAPL,2017-05-09 00:00:00+00:00,36.4963859284,36.7073202973,36.3684032775,36.4679453393,143769740,153.99,0.0,154.88,153.45,153.87,1.0,35942435
AAPL,2017-05-10 00:00:00+00:00,36.3233723448,36.4845356829,36.0508166995,36.4110641611,102681824,153.26,0.0,153.94,152.11,153.63,1.0,25670456
AAPL,2017-05-11 00:00:00+00:00,36.6362188246,36.6647757994,36.2459401701,36.2792566406,102386748,153.95,0.63,154.07,152.31,152.45,1.0,25596687
AAPL,2017-05-12 00:00:00+00:00,37.1478646218,37.2240165544,36.807560673,36.8146999167,128887024,156.1,0.0,156.42,154.67,154.7,1.0,32221756
AAPL,2017-05-15 00:00:00+00:00,37.052674706,37.278750756,36.897991093,37.1264468908,102803932,155.7,0.0,156.65,155.05,156.01,1.0,25700983
AAPL,2017-05-16 00:00:00+00:00,36.9979405045,37.1383456302,36.8194594125,37.1097886555,79618716,155.47,0.0,156.06,154.72,155.94,1.0,19904679
AAPL,2017-05-17 00:00:00+00:00,35.7557121039,36.783763194,35.6272057177,36.5529276484,197931272,150.25,0.0,154.57,149.71,153.6,1.0,49482818
AAPL,2017-05-18 00:00:00+00:00,36.3006743716,36.4910542031,35.9651299186,35.9984463891,132638656,152.54,0.0,153.34,151.13,151.27,1.0,33159664
AAPL,2017-05-19 00:00:00+00:00,36.4244212621,36.6433580683,36.3220921027,36.5005731947,106935192,153.06,0.0,153.98,152.63,153.38,1.0,26733798
AAPL,2017-05-22 00:00:00+00:00,36.6457378162,36.7861429419,36.3887250437,36.6481175641,89360276,153.99,0.0,154.58,152.91,154.0,1.0,22340069
AAPL,2017-05-23 00:00:00+00:00,36.6005226062,36.8622948745,36.4839149594,36.8622948745,77721432,153.8,0.0,154.9,153.31,154.9,1.0,19430358
AAPL,2017-05-24 00:00:00+00:00,36.4910542031,36.6885732783,36.3316110942,36.6100415978,76473276,153.34,0.0,154.17,152.67,153.84,1.0,19118319
AAPL,2017-05-25 00:00:00+00:00,36.6171808415,36.7314087404,36.4172820184,36.583864371,76177852,153.87,0.0,154.35,153.03,153.73,1.0,19044463
AAPL,2017-05-26 00:00:00+00:00,36.5553073962,36.7052315136,36.4839149594,36.6481175641,86528808,153.61,0.0,154.24,153.31,154.0,1.0,21632202
AAPL,2017-05-30 00:00:00+00:00,36.5695858836,36.7504467235,36.4886744552,36.5100921863,80139736,153.67,0.0,154.43,153.33,153.42,1.0,20034934
AAPL,2017-05-31 00:00:00+00:00,36.3530288253,36.6885732783,36.2625984053,36.6409783204,92651492,152.76,0.0,154.17,152.38,153.97,1.0,23162873
AAPL,2017-06-01 00:00:00+00:00,36.4529782368,36.4886744552,36.224522439,36.4505984889,64720572,153.18,0.0,153.33,152.22,153.17,1.0,16180143
AAPL,2017-06-02 00:00:00+00:00,36.9931810087,36.9931810087,36.3839655479,36.5481681526,109143444,155.45,0.0,155.45,152.89,153.58,1.0,27285861
AAPL,2017-06-05 00:00:00+00:00,36.6314593288,36.7552062193,36.5196111778,36.7290289925,99215432,153.93,0.0,154.45,153.46,154.34,1.0,24803858
AAPL,2017-06-06 00:00:00+00:00,36.7552062193,37.0788519329,36.5957631104,36.6243200852,104998520,154.45,0.0,155.81,153.78,153.9,1.0,26249630
AAPL,2017-06-07 00:00:00+00:00,36.9741430256,37.1193076471,36.762345463,36.8908518493,82715088,155.37,0.0,155.98,154.48,155.02,1.0,20678772
AAPL,2017-06-08 00:00:00+00:00,36.8837126056,37.0145987397,36.7433074799,36.9455860508,83085468,154.99,0.0,155.54,154.4,155.25,1.0,20771367
AAPL,2017-06-09 00:00:00+00:00,35.4534841214,36.9313075635,34.7490787449,36.9313075635,259530800,148.98,0.0,155.19,146.02,155.19,1.0,64882700
AAPL,2017-06-12 00:00:00+00:00,34.6062938712,34.7657369801,33.9137872342,34.6824458038,286254456,145.42,0.0,146.09,142.51,145.74,1.0,71563614
AAPL,2017-06-13 00:00:00+00:00,34.8847243748,35.0893826937,34.5420406781,35.0203700048,134996616,146.59,0.0,147.45,145.15,147.16,1.0,33749154
AAPL,2017-06-14 00:00:00+00:00,34.544420426,35.1012814332,34.230293704,35.1012814332,124896812,145.16,0.0,147.5,143.84,147.5,1.0,31224203
AAPL,2017-06-15 00:00:00+00:00,34.3373823593,34.3825499743,33.8423947973,34.1065468136,125395328,144.29,0.0,144.4798,142.21,143.32,1.0,31348832
AAPL,2017-06-16 00:00:00+00:00,33.8566732847,34.387357065,33.8400150495,34.2160152167,196722992,142.27,0.0,144.5,142.2,143.78,1.0,49180748
AAPL,2017-06-19 00:00:00+00:00,34.8252306775,34.9204205932,34.1874582419,34.1874582419,125796528,146.34,0.0,146.74,143.66,143.66,1.0,31449132
AAPL,2017-06-20 00:00:00+00:00,34.5087242076,34.9513573158,34.4920659723,34.9513573158,98288680,145.01,0.0,146.87,144.94,146.87,1.0,24572170
AAPL,2017-06-21 00:00:00+00:00,34.7133825265,34.760810902,34.4135342919,34.6300913502,84258716,145.87,0.0,146.0693,144.61,145.52,1.0,21064679
AAPL,2017-06-22 00:00:00+00:00,34.656268577,34.9109016016,34.534877637,34.6895850475,74693460,145.63,0.0,146.7,145.1199,145.77,1.0,18673365
AAPL,2017-06-23 00:00:00+00:00,34.8109521901,35.0203700048,34.5325216865,34.5372811823,103991904,146.28,0.0,147.16,145.11,145.13,1.0,25997976
AAPL,2017-06-26 00:00:00+00:00,34.701483787,35.2869017689,34.5967748797,35.0227497527,102098644,145.82,0.0,148.28,145.38,147.17,1.0,25524661
AAPL,2017-06-27 00:00:00+00:00,34.2041164772,34.7823952154,34.1779392504,34.5087242076,97694572,143.73,0.0,146.16,143.62,145.01,1.0,24423643
AAPL,2017-06-28 00:00:00+00:00,34.7038635349,34.7704964759,34.0684946447,34.3849773171,87663756,145.83,0.0,146.11,143.1601,144.49,1.0,21915939
AAPL,2017-06-29 00:00:00+00:00,34.1922177377,34.5372811823,33.8590530326,34.4373317708,124467920,143.68,0.0,145.13,142.28,144.71,1.0,31116980
AAPL,2017-06-30 00:00:00+00:00,34.2731291661,34.4968254681,34.2160152167,34.3754583256,89315916,144.02,0.0,144.96,143.78,144.45,1.0,22328979
AAPL,2017-07-03 00:00:00+00:00,34.1493822756,34.5777368965,34.0541923599,34.477787485,57033200,143.5,0.0,145.3,143.1,144.88,1.0,14258300
AAPL,2017-07-05 00:00:00+00:00,34.2897874014,34.4563697539,33.9646424466,34.1945974856,83035180,144.09,0.0,144.79,142.7237,143.69,1.0,20758795
AAPL,2017-07-06 00:00:00+00:00,33.9661416878,34.1493822756,33.8899897552,34.0351543767,93497496,142.73,0.0,143.5,142.41,143.02,1.0,23374374
AAPL,2017-07-07 00:00:00+00:00,34.3112051324,34.4468507624,34.006597402,34.006597402,74021404,144.18,0.0,144.75,142.9,142.9,1.0,18505351
AAPL,2017-07-10 00:00:00+00:00,34.5206229471,34.7324205096,34.118445553,34.2945468972,84121864,145.06,0.0,145.95,143.37,144.11,1.0,21030466
AAPL,2017-07-11 00:00:00+00:00,34.6324710981,34.7086230307,34.3588000903,34.4420912666,73244624,145.53,0.0,145.85,144.38,144.73,1.0,18311156
AAPL,2017-07-12 00:00:00+00:00,34.6824458038,34.7871547112,34.4635089976,34.7133825265,94471856,145.74,0.0,146.18,144.82,145.87,1.0,23617964
AAPL,2017-07-13 00:00:00+00:00,35.1655346263,35.3368764746,34.611053367,34.6253318544,99691152,147.77,0.0,148.49,145.44,145.5,1.0,24922788
AAPL,2017-07-14 00:00:00+00:00,35.4677626088,35.5367752977,35.060825719,35.2131295842,79847152,149.04,0.0,149.33,147.33,147.97,1.0,19961788
AAPL,2017-07-17 00:00:00+00:00,35.5915094993,35.910395717,35.3559144578,35.4154081551,92974852,149.56,0.0,150.9,148.57,148.82,1.0,23243713
AAPL,2017-07-18 00:00:00+00:00,35.7152563897,35.7271551292,35.3797119367,35.5058385751,70855180,150.08,0.0,150.13,148.67,149.2,1.0,17713795
AAPL,2017-07-19 00:00:00+00:00,35.9389526918,36.0341426075,35.6843196671,35.8104463055,82461676,151.02,0.0,151.42,149.95,150.48,1.0,20615419
AAPL,2017-07-20 00:00:00+00:00,35.777129835,36.1102945401,35.7414336166,36.0531805907,68213304,150.34,0.0,151.74,150.19,151.5,1.0,17053326
AAPL,2017-07-21 00:00:00+00:00,35.7604715997,35.8009273139,35.4296866425,35.6938386587,98684008,150.27,0.0,150.44,148.88,149.99,1.0,24671002
AAPL,2017-07-24 00:00:00+00:00,36.1935857164,36.2768768927,35.6724209277,35.8342437844,84490920,152.09,0.0,152.44,149.9,150.58,1.0,21122730
AAPL,2017-07-25 00:00:00+00:00,36.3482693295,36.6100415978,36.1245730275,36.1245730275,74450596,152.74,0.0,153.84,151.8,151.8,1.0,18612649
AAPL,2017-07-26 00:00:00+00:00,36.5196111778,36.6314593288,36.4244212621,36.493433951,60688544,153.46,0.0,153.93,153.06,153.35,1.0,15172136
AAPL,2017-07-27 00:00:00+00:00,35.8294842886,36.6457378162,35.0536864753,36.5886238668,128703500,150.56,0.0,153.99,147.3,153.75,1.0,32175875
AAPL,2017-07-28 00:00:00+00:00,35.5772310119,35.7509526082,35.5034588272,35.6700411798,67331788,149.5,0.0,150.23,149.19,149.89,1.0,16832947
AAPL,2017-07-31 00:00:00+00:00,35.3939904241,35.7747500871,35.2512055505,35.6724209277,77690620,148.73,0.0,150.33,148.13,149.9,1.0,19422655
AAPL,2017-08-01 00:00:00+00:00,35.7081171461,35.7485728603,35.3178384915,35.4820410962,98902104,150.05,0.0,150.22,148.41,149.1,1.0,24725526
AAPL,2017-08-02 00:00:00+00:00,37.3953584027,38.016472603,37.1621431092,37.904624452,276891172,157.14,0.0,159.75,156.16,159.28,1.0,69222793
AAPL,2017-08-03 00:00:00+00:00,37.0217379834,37.412016638,36.8908518493,37.3739406717,104002952,155.57,0.0,157.21,155.02,157.05,1.0,26000738
AAPL,2017-08-04 00:00:00+00:00,37.2168773107,37.457231848,37.0502949582,37.1407253781,81398128,156.39,0.0,157.4,155.69,156.07,1.0,20349532
AAPL,2017-08-07 00:00:00+00:00,37.792776301,37.8189535278,37.2835340492,37.3763204196,87481284,158.81,0.0,158.92,156.6701,157.06,1.0,21870321
AAPL,2017-08-08 00:00:00+00:00,38.0950042835,38.5114601649,37.6642699147,37.7428015952,143102700,160.08,0.0,161.83,158.27,158.6,1.0,35775675
AAPL,2017-08-09 00:00:00+00:00,38.3282191012,38.3781942829,37.8641687378,37.8998649562,102561576,161.059998,0.0,161.27,159.11,159.26,1.0,25640394
AAPL,2017-08-10 00:00:00+00:00,37.1121684034,38.2304078325,36.9472997696,38.2065138276,156324068,155.32,0.63,160.0,154.63,159.9,1.0,39081017
AAPL,2017-08-11 00:00:00+00:00,37.6282789091,37.8893925946,37.2913734401,37.418011666,103772748,157.48,0.0,158.5728,156.07,156.6,1.0,25943187
AAPL,2017-08-14 00:00:00+00:00,38.1945668251,38.2805852428,37.9317327713,38.0679285992,87019240,159.85,0.0,160.21,158.75,159.32,1.0,21754810
AAPL,2017-08-15 00:00:00+00:00,38.6127119108,38.7548812399,38.2638594393,38.3881082648,111747096,161.6,0.0,162.195,160.14,160.66,1.0,27936774
AAPL,2017-08-16 00:00:00+00:00,38.457400879,38.8301473554,38.2662488398,38.6939515275,109287044,160.95,0.0,162.51,160.15,161.94,1.0,27321761
AAPL,2017-08-17 00:00:00+00:00,37.7190761277,38.4000552672,37.7142973268,38.3546566579,107702776,157.86,0.0,160.71,157.84,160.52,1.0,26925694
AAPL,2017-08-18 00:00:00+00:00,37.6330577101,38.110937808,37.4466844719,37.7190761277,108050100,157.5,0.0,159.5,156.72,157.86,1.0,27012525
AAPL,2017-08-21 00:00:00+00:00,37.5637650959,37.7262443292,37.0620148871,37.6330577101,104582612,157.21,0.0,157.89,155.1101,157.5,1.0,26145653
AAPL,2017-08-22 00:00:00+00:00,38.1778410217,38.2304078325,37.7573065356,37.8074839458,85191248,159.78,0.0,160.0,158.02,158.23,1.0,21297812
AAPL,2017-08-23 00:00:00+00:00,38.2256290315,38.3427096555,37.9627949777,38.008193587,76792756,159.98,0.0,160.47,158.88,159.07,1.0,19198189
AAPL,2017-08-24 00:00:00+00:00,38.0559815968,38.4072234687,37.8839447615,38.3331520535,76118484,159.27,0.0,160.74,158.55,160.43,1.0,19029621
AAPL,2017-08-25 00:00:00+00:00,38.1969562256,38.3642142599,38.0559815968,38.1467788154,100060872,159.86,0.0,160.56,159.27,159.65,1.0,25015218
AAPL,2017-08-28 00:00:00+00:00,38.5816497045,38.7082879304,38.2136820291,38.2638594393,101118696,161.47,0.0,162.0,159.93,160.14,1.0,25279674
AAPL,2017-08-29 00:00:00+00:00,38.9257233749,38.9759007852,38.2304078325,38.2543018374,117231448,162.91,0.0,163.12,160.0,160.1,1.0,29307862
AAPL,2017-08-30 00:00:00+00:00,39.0308569965,39.1598846229,38.8540413603,39.1383800185,107895784,163.35,0.0,163.89,162.61,163.8,1.0,26973946
AAPL,2017-08-31 00:00:00+00:00,39.1861680283,39.3104168538,39.0619192028,39.1001496107,105649756,164.0,0.0,164.52,163.48,163.64,1.0,26412439
AAPL,2017-09-01 00:00:00+00:00,39.1981150308,39.4107716743,39.0977602102,39.3773200675,66034272,164.05,0.0,164.94,163.63,164.8,1.0,16508568
AAPL,2017-09-05 00:00:00+00:00,38.7274031343,39.2459030405,38.3642142599,39.1264330161,117268216,162.08,0.0,164.25,160.56,163.75,1.0,29317054
AAPL,2017-09-06 00:00:00+00:00,38.686783326,38.9448385789,38.3546566579,38.8779353652,84716188,161.91,0.0,162.99,160.52,162.71,1.0,21179047
AAPL,2017-09-07 00:00:00+00:00,38.5314722942,38.7656335421,38.3164262501,38.7297925348,86891980,161.26,0.0,162.24,160.36,162.09,1.0,21722995
AAPL,2017-09-08 00:00:00+00:00,37.9030599654,38.5051888888,37.8791659605,38.4358962746,112732636,158.63,0.0,161.15,158.53,160.86,1.0,28183159
AAPL,2017-09-11 00:00:00+00:00,38.5888179059,38.7202349328,38.2041244271,38.349877857,124115704,161.5,0.0,162.05,159.89,160.5,1.0,31028926
AAPL,2017-09-12 00:00:00+00:00,38.4358962746,39.1766104263,37.9365115723,38.8540413603,284556476,160.86,0.0,163.96,158.77,162.61,1.0,71139119
AAPL,2017-09-13 00:00:00+00:00,38.1467788154,38.2208502305,37.7310231302,38.1993456261,177575008,159.65,0.0,159.96,157.91,159.87,1.0,44393752
