Date,Price,Open,High,Low,Volume,Chg% 
"Jan 30, 2020","12,035.80","12,147.75","12,150.30","12,010.60",538.14M,-0.77%
"Jan 29, 2020","12,129.50","12,114.90","12,169.60","12,103.80",514.36M,0.61%
"Jan 28, 2020","12,055.80","12,148.10","12,163.55","12,024.50",478.48M,-0.52%
"Jan 27, 2020","12,119.00","12,197.10","12,216.60","12,107.00",441.16M,-1.06%
"Jan 24, 2020","12,248.25","12,174.55","12,272.15","12,149.65",593.24M,0.56%
"Jan 23, 2020","12,180.35","12,123.75","12,189.00","12,094.10",867.65M,0.61%
"Jan 22, 2020","12,106.90","12,218.35","12,225.05","12,087.90",526.30M,-0.52%
"Jan 21, 2020","12,169.85","12,195.30","12,230.05","12,162.30",443.98M,-0.45%
"Jan 20, 2020","12,224.55","12,430.50","12,430.50","12,216.90",491.61M,-1.03%
"Jan 17, 2020","12,352.35","12,328.40","12,385.45","12,321.40",502.06M,-0.03%
"Jan 16, 2020","12,355.50","12,347.10","12,389.05","12,315.80",395.67M,0.10%
"Jan 15, 2020","12,343.30","12,349.40","12,355.15","12,278.75",684.35M,-0.15%
"Jan 14, 2020","12,362.30","12,333.10","12,374.25","12,308.70",616.26M,0.27%
"Jan 13, 2020","12,329.55","12,296.70","12,337.75","12,285.80",500.97M,0.59%
"Jan 10, 2020","12,256.80","12,271.00","12,311.20","12,213.20",660.63M,0.33%
"Jan 09, 2020","12,215.90","12,153.15","12,224.05","12,132.55",477.47M,1.58%
"Jan 08, 2020","12,025.35","11,939.10","12,044.95","11,929.60",445.99M,-0.23%
"Jan 07, 2020","12,052.95","12,079.10","12,152.15","12,005.35",447.82M,0.50%
"Jan 06, 2020","11,993.05","12,170.60","12,179.10","11,974.20",396.50M,-1.91%
"Jan 03, 2020","12,226.65","12,261.10","12,265.60","12,191.35",428.77M,-0.45%
"Jan 02, 2020","12,282.20","12,198.55","12,289.90","12,195.25",407.70M,0.82%
"Jan 01, 2020","12,182.50","12,202.15","12,222.20","12,165.30",304.08M,0.12%
"Dec 31, 2019","12,168.45","12,247.10","12,247.10","12,151.80",426.93M,-0.71%
"Dec 30, 2019","12,255.85","12,274.90","12,286.45","12,213.80",411.09M,0.08%
"Dec 27, 2019","12,245.80","12,172.90","12,258.45","12,157.90",383.79M,0.98%
"Dec 26, 2019","12,126.55","12,211.85","12,221.55","12,118.85",520.33M,-0.72%
"Dec 24, 2019","12,214.55","12,269.25","12,283.70","12,202.10",470.29M,-0.39%
"Dec 23, 2019","12,262.75","12,235.45","12,287.15","12,213.25",604.78M,-0.07%
"Dec 20, 2019","12,271.80","12,266.45","12,293.90","12,252.75",810.68M,0.10%
"Dec 19, 2019","12,259.70","12,223.40","12,268.35","12,191.15",623.05M,0.31%
"Dec 18, 2019","12,221.65","12,197.00","12,237.70","12,163.45",518.86M,0.47%
"Dec 17, 2019","12,165.00","12,082.45","12,182.75","12,070.35",499.59M,0.92%
"Dec 16, 2019","12,053.95","12,131.35","12,134.65","12,046.30",437.70M,-0.27%
"Dec 13, 2019","12,086.70","12,026.40","12,098.85","12,023.60",597.71M,0.96%
"Dec 12, 2019","11,971.80","11,944.30","12,005.50","11,934.00",752.62M,0.52%
"Dec 11, 2019","11,910.15","11,867.35","11,923.20","11,832.30",997.66M,0.45%
"Dec 10, 2019","11,856.80","11,950.50","11,953.20","11,844.70",650.22M,-0.68%
"Dec 09, 2019","11,937.50","11,939.10","11,981.95","11,888.05",599.12M,0.13%
"Dec 06, 2019","11,921.50","12,047.35","12,057.05","11,888.85",609.22M,-0.81%
"Dec 05, 2019","12,018.40","12,071.25","12,081.20","11,998.75",562.23M,-0.21%
"Dec 04, 2019","12,043.20","11,969.95","12,054.70","11,935.30",747.19M,0.41%
"Dec 03, 2019","11,994.20","12,067.65","12,068.60","11,956.40",605.79M,-0.45%
"Dec 02, 2019","12,048.20","12,137.05","12,137.15","12,023.70",720.95M,-0.07%
"Nov 29, 2019","12,056.05","12,146.20","12,147.40","12,017.40",804.43M,-0.78%
"Nov 28, 2019","12,151.15","12,132.10","12,158.80","12,099.95",620.48M,0.42%
"Nov 27, 2019","12,100.70","12,068.50","12,114.90","12,055.15",584.23M,0.52%
"Nov 26, 2019","12,037.70","12,110.20","12,132.45","12,006.35",1.20B,-0.30%
"Nov 25, 2019","12,073.75","11,922.45","12,084.50","11,919.75",534.29M,1.34%
"Nov 22, 2019","11,914.40","11,967.30","11,968.10","11,883.50",486.82M,-0.45%
"Nov 21, 2019","11,968.40","12,025.65","12,028.20","11,956.90",557.69M,-0.26%
"Nov 20, 2019","11,999.10","12,004.75","12,038.60","11,966.05",646.66M,0.49%
"Nov 19, 2019","11,940.10","11,919.45","11,958.85","11,881.75",613.91M,0.47%
"Nov 18, 2019","11,884.50","11,915.15","11,946.20","11,867.60",514.35M,-0.09%
"Nov 15, 2019","11,895.45","11,904.20","11,973.65","11,879.25",580.15M,0.20%
"Nov 14, 2019","11,872.10","11,858.75","11,895.65","11,802.65",559.49M,0.27%
"Nov 13, 2019","11,840.45","11,908.30","11,946.80","11,823.20",659.04M,-0.61%
"Nov 11, 2019","11,913.45","11,879.20","11,932.65","11,853.95",548.98M,0.04%
"Nov 08, 2019","11,908.15","11,987.15","12,034.15","11,888.75",789.25M,-0.86%
"Nov 07, 2019","12,012.05","12,021.10","12,021.40","11,946.85",562.96M,0.38%
"Nov 06, 2019","11,966.05","11,911.50","12,002.90","11,850.25",603.35M,0.41%
"Nov 05, 2019","11,917.20","11,974.60","11,978.95","11,861.90",631.95M,-0.20%
"Nov 04, 2019","11,941.30","11,928.90","11,989.15","11,905.35",823.05M,0.43%
"Nov 01, 2019","11,890.60","11,886.60","11,918.30","11,843.35",855.34M,0.11%
"Oct 31, 2019","11,877.45","11,890.45","11,945.00","11,855.10",1.41B,0.28%
"Oct 30, 2019","11,844.10","11,883.90","11,883.95","11,784.45",725.22M,0.49%
"Oct 29, 2019","11,786.85","11,643.95","11,809.40","11,627.35",951.72M,1.37%
"Oct 27, 2019","11,627.15","11,662.25","11,672.40","11,604.60",161.78M,0.37%
"Oct 25, 2019","11,583.90","11,646.15","11,646.90","11,490.75",812.03M,0.01%
"Oct 24, 2019","11,582.60","11,661.65","11,679.60","11,534.65",700.48M,-0.19%
"Oct 23, 2019","11,604.10","11,596.20","11,651.60","11,554.40",664.16M,0.14%
"Oct 22, 2019","11,588.35","11,657.15","11,714.35","11,573.65",867.60M,-0.63%
"Oct 18, 2019","11,661.85","11,580.30","11,684.70","11,553.15",853.44M,0.65%
"Oct 17, 2019","11,586.35","11,466.30","11,599.10","11,439.65",797.57M,1.07%
"Oct 16, 2019","11,464.00","11,464.95","11,481.05","11,411.10",533.47M,0.31%
"Oct 15, 2019","11,428.30","11,360.85","11,462.35","11,342.10",527.40M,0.77%
"Oct 14, 2019","11,341.15","11,335.90","11,420.45","11,290.05",587.58M,0.32%
"Oct 11, 2019","11,305.05","11,257.70","11,362.90","11,189.40",737.80M,0.63%
"Oct 10, 2019","11,234.55","11,280.50","11,293.35","11,208.55",562.02M,-0.70%
"Oct 09, 2019","11,313.30","11,152.95","11,321.60","11,090.15",741.15M,1.68%
"Oct 07, 2019","11,126.40","11,196.20","11,233.85","11,112.65",733.20M,-0.43%
"Oct 04, 2019","11,174.75","11,388.45","11,400.30","11,158.35",928.52M,-1.23%
"Oct 03, 2019","11,314.00","11,322.25","11,370.40","11,257.35",1.02B,-0.40%
"Oct 01, 2019","11,359.90","11,515.40","11,554.20","11,247.90",1.31B,-1.00%
"Sep 30, 2019","11,474.45","11,491.15","11,508.25","11,390.80",756.85M,-0.33%
"Sep 27, 2019","11,512.40","11,556.35","11,593.60","11,499.75",650.02M,-0.51%
"Sep 26, 2019","11,571.20","11,469.85","11,610.85","11,466.35",844.47M,1.15%
"Sep 25, 2019","11,440.20","11,564.85","11,564.95","11,416.10",629.06M,-1.28%
"Sep 24, 2019","11,588.20","11,590.70","11,655.05","11,539.20",651.72M,-0.10%
"Sep 23, 2019","11,600.20","11,542.70","11,694.85","11,471.35",882.83M,2.89%
"Sep 20, 2019","11,274.20","10,746.80","11,381.90","10,691.00",1.36B,5.32%
"Sep 19, 2019","10,704.80","10,845.20","10,845.20","10,670.25",642.60M,-1.25%
"Sep 18, 2019","10,840.65","10,872.80","10,885.15","10,804.85",519.16M,0.21%
"Sep 17, 2019","10,817.60","11,000.10","11,000.10","10,796.50",482.01M,-1.69%
"Sep 16, 2019","11,003.50","10,994.85","11,052.70","10,968.20",434.45M,-0.65%
"Sep 13, 2019","11,075.90","10,986.80","11,084.45","10,945.75",624.31M,0.85%
"Sep 12, 2019","10,982.80","11,058.30","11,081.75","10,964.95",551.44M,-0.48%
"Sep 11, 2019","11,035.70","11,028.50","11,054.80","11,011.65",687.14M,0.30%
"Sep 09, 2019","11,003.05","10,936.70","11,028.85","10,889.80",412.47M,0.52%
"Sep 06, 2019","10,946.20","10,883.80","10,957.05","10,867.45",497.21M,0.91%
"Sep 05, 2019","10,847.90","10,860.95","10,920.10","10,816.00",595.70M,0.03%
"Sep 04, 2019","10,844.65","10,790.40","10,858.75","10,746.35",508.78M,0.43%
"Sep 03, 2019","10,797.90","10,960.95","10,967.50","10,772.70",483.04M,-2.04%
"Aug 30, 2019","11,023.25","10,987.80","11,042.60","10,874.80",628.15M,0.68%
"Aug 29, 2019","10,948.30","10,996.05","11,021.10","10,922.40",649.88M,-0.89%
"Aug 28, 2019","11,046.10","11,101.30","11,129.65","10,987.65",549.96M,-0.53%
"Aug 27, 2019","11,105.35","11,106.55","11,141.75","11,049.50",685.55M,0.43%
"Aug 26, 2019","11,057.85","11,000.30","11,070.30","10,756.55",684.14M,2.11%
"Aug 23, 2019","10,829.35","10,699.60","10,862.55","10,637.15",667.08M,0.82%
"Aug 22, 2019","10,741.35","10,905.30","10,908.25","10,718.30",668.19M,-1.62%
"Aug 21, 2019","10,918.70","11,018.15","11,034.20","10,906.65",557.87M,-0.89%
"Aug 20, 2019","11,017.00","11,063.90","11,076.30","10,985.30",444.72M,-0.33%
"Aug 19, 2019","11,053.90","11,094.80","11,146.90","11,037.85",369.49M,0.06%
"Aug 16, 2019","11,047.80","11,043.65","11,068.65","10,924.30",470.91M,0.17%
"Aug 14, 2019","11,029.40","11,003.25","11,078.15","10,935.60",511.54M,0.95%
"Aug 13, 2019","10,925.85","11,139.40","11,145.90","10,901.60",624.64M,-1.65%
"Aug 09, 2019","11,109.65","11,087.90","11,181.45","11,062.80",538.06M,0.70%
"Aug 08, 2019","11,032.45","10,899.20","11,058.05","10,842.95",482.47M,1.63%
"Aug 07, 2019","10,855.50","10,958.10","10,975.65","10,835.90",548.47M,-0.85%
"Aug 06, 2019","10,948.25","10,815.40","11,018.55","10,813.80",517.89M,0.79%
"Aug 05, 2019","10,862.60","10,895.80","10,895.80","10,782.60",506.56M,-1.23%
"Aug 02, 2019","10,997.35","10,930.30","11,080.15","10,848.95",547.42M,0.16%
"Aug 01, 2019","10,980.00","11,060.20","11,076.75","10,881.00",499.92M,-1.24%
"Jul 31, 2019","11,118.00","11,034.05","11,145.30","10,999.40",536.69M,0.29%
"Jul 30, 2019","11,085.40","11,213.70","11,267.45","11,072.65",479.06M,-0.93%
"Jul 29, 2019","11,189.20","11,307.50","11,310.95","11,152.40",482.86M,-0.84%
"Jul 26, 2019","11,284.30","11,247.45","11,307.60","11,210.05",522.67M,0.29%
"Jul 25, 2019","11,252.15","11,290.40","11,361.40","11,239.35",553.68M,-0.17%
"Jul 24, 2019","11,271.30","11,322.45","11,359.75","11,229.80",413.20M,-0.53%
"Jul 23, 2019","11,331.05","11,372.25","11,398.15","11,302.80",458.93M,-0.13%
"Jul 22, 2019","11,346.20","11,392.85","11,398.15","11,301.25",516.04M,-0.64%
"Jul 19, 2019","11,419.25","11,627.95","11,640.35","11,399.30",446.05M,-1.53%
"Jul 18, 2019","11,596.90","11,675.60","11,677.15","11,582.40",498.26M,-0.78%
"Jul 17, 2019","11,687.50","11,670.75","11,706.65","11,651.15",464.83M,0.21%
"Jul 16, 2019","11,662.60","11,596.65","11,670.05","11,573.95",480.16M,0.64%
"Jul 15, 2019","11,588.35","11,614.75","11,618.40","11,532.30",368.79M,0.31%
"Jul 12, 2019","11,552.50","11,601.15","11,639.55","11,538.60",359.42M,-0.26%
"Jul 11, 2019","11,582.90","11,561.45","11,599.00","11,519.50",317.26M,0.73%
"Jul 10, 2019","11,498.90","11,536.15","11,593.70","11,475.65",337.57M,-0.49%
"Jul 09, 2019","11,555.90","11,531.60","11,582.55","11,461.00",442.52M,-0.02%
"Jul 08, 2019","11,558.60","11,770.40","11,771.90","11,523.30",464.03M,-2.14%
"Jul 05, 2019","11,811.15","11,964.75","11,981.75","11,797.90",530.72M,-1.14%
"Jul 04, 2019","11,946.75","11,928.80","11,969.25","11,923.65",333.60M,0.25%
"Jul 03, 2019","11,916.75","11,932.15","11,945.20","11,887.05",340.53M,0.05%
"Jul 02, 2019","11,910.30","11,890.30","11,917.45","11,814.70",363.20M,0.38%
"Jul 01, 2019","11,865.60","11,839.90","11,884.65","11,830.80",278.42M,0.65%
"Jun 28, 2019","11,788.85","11,861.15","11,871.70","11,775.50",303.89M,-0.45%
"Jun 27, 2019","11,841.55","11,860.85","11,911.15","11,821.05",480.17M,-0.05%
"Jun 26, 2019","11,847.55","11,768.15","11,871.85","11,757.55",327.89M,0.43%
"Jun 25, 2019","11,796.45","11,681.00","11,814.40","11,651.00",300.48M,0.83%
"Jun 24, 2019","11,699.65","11,725.80","11,754.00","11,670.20",277.62M,-0.21%
"Jun 21, 2019","11,724.10","11,827.60","11,827.95","11,705.10",468.43M,-0.91%
"Jun 20, 2019","11,831.75","11,653.65","11,843.50","11,635.05",442.02M,1.20%
"Jun 19, 2019","11,691.45","11,744.45","11,802.50","11,625.10",446.93M,0.00%
"Jun 18, 2019","11,691.50","11,677.05","11,727.20","11,641.15",365.53M,0.17%
"Jun 17, 2019","11,672.15","11,844.00","11,844.05","11,657.75",295.53M,-1.28%
"Jun 14, 2019","11,823.30","11,910.10","11,911.85","11,797.70",390.30M,-0.76%
"Jun 13, 2019","11,914.05","11,873.90","11,931.35","11,817.05",447.90M,0.07%
"Jun 12, 2019","11,906.20","11,962.45","11,962.45","11,866.35",283.72M,-0.50%
"Jun 11, 2019","11,965.60","11,959.85","12,000.35","11,904.35",332.18M,0.36%
"Jun 10, 2019","11,922.70","11,934.90","11,975.05","11,871.75",303.33M,0.44%
"Jun 07, 2019","11,870.65","11,865.20","11,897.50","11,769.50",302.46M,0.23%
"Jun 06, 2019","11,843.75","12,039.80","12,039.80","11,830.25",415.21M,-1.48%
"Jun 04, 2019","12,021.65","12,052.65","12,095.20","12,005.85",289.22M,-0.55%
"Jun 03, 2019","12,088.55","11,953.75","12,103.05","11,920.10",315.30M,1.39%
"May 31, 2019","11,922.80","11,999.80","12,039.25","11,829.45",438.88M,-0.19%
"May 30, 2019","11,945.90","11,865.30","11,968.55","11,859.40",421.20M,0.71%
"May 29, 2019","11,861.10","11,905.80","11,931.90","11,836.80",318.07M,-0.57%
"May 28, 2019","11,928.75","11,958.35","11,958.55","11,864.90",598.31M,0.03%
"May 27, 2019","11,924.75","11,855.50","11,957.15","11,812.40",348.36M,0.68%
"May 24, 2019","11,844.10","11,748.00","11,859.00","11,658.10",374.64M,1.60%
"May 23, 2019","11,657.05","11,901.30","12,041.15","11,614.50",569.03M,-0.69%
"May 22, 2019","11,737.90","11,727.95","11,784.80","11,682.40",355.87M,0.25%
"May 21, 2019","11,709.10","11,863.65","11,883.55","11,682.80",381.04M,-1.01%
"May 20, 2019","11,828.25","11,651.90","11,845.20","11,591.70",452.10M,3.69%
"May 17, 2019","11,407.15","11,261.90","11,426.15","11,259.85",412.11M,1.33%
"May 16, 2019","11,257.10","11,180.35","11,281.55","11,143.35",350.74M,0.90%
"May 15, 2019","11,157.00","11,271.70","11,286.80","11,136.95",414.17M,-0.58%
"May 14, 2019","11,222.05","11,151.65","11,294.75","11,108.30",398.12M,0.66%
"May 13, 2019","11,148.20","11,258.70","11,300.20","11,125.60",357.59M,-1.16%
"May 10, 2019","11,278.90","11,314.15","11,345.80","11,251.05",387.32M,-0.20%
"May 09, 2019","11,301.80","11,322.40","11,357.60","11,255.05",373.03M,-0.51%
"May 08, 2019","11,359.45","11,478.70","11,479.10","11,346.95",372.83M,-1.20%
"May 07, 2019","11,497.90","11,651.50","11,657.05","11,484.45",337.50M,-0.87%
"May 06, 2019","11,598.25","11,605.80","11,632.55","11,571.35",299.05M,-0.97%
"May 03, 2019","11,712.25","11,722.60","11,770.90","11,699.35",305.52M,-0.11%
"May 02, 2019","11,724.75","11,725.55","11,789.30","11,699.55",380.28M,-0.20%
"Apr 30, 2019","11,748.15","11,748.75","11,756.25","11,655.90",532.63M,-0.06%
"Apr 26, 2019","11,754.65","11,683.75","11,762.90","11,661.75",333.48M,0.97%
"Apr 25, 2019","11,641.80","11,735.70","11,796.75","11,624.30",604.36M,-0.72%
"Apr 24, 2019","11,726.15","11,601.50","11,740.85","11,578.85",335.20M,1.30%
"Apr 23, 2019","11,575.95","11,612.95","11,645.95","11,564.80",272.54M,-0.16%
"Apr 22, 2019","11,594.45","11,727.05","11,727.05","11,583.95",260.36M,-1.35%
"Apr 18, 2019","11,752.80","11,856.15","11,856.15","11,738.50",339.65M,-0.29%
"Apr 16, 2019","11,787.15","11,736.20","11,810.95","11,731.55",354.32M,0.83%
"Apr 15, 2019","11,690.35","11,667.00","11,704.60","11,648.25",290.00M,0.40%
"Apr 12, 2019","11,643.45","11,612.85","11,657.35","11,578.80",246.01M,0.40%
"Apr 11, 2019","11,596.70","11,592.55","11,606.70","11,550.55",279.78M,0.11%
"Apr 10, 2019","11,584.30","11,646.85","11,680.05","11,571.75",359.94M,-0.75%
"Apr 09, 2019","11,671.95","11,612.05","11,683.90","11,569.70",300.47M,0.58%
"Apr 08, 2019","11,604.50","11,704.35","11,710.30","11,549.10",260.93M,-0.53%
"Apr 05, 2019","11,665.95","11,638.40","11,689.65","11,609.50",266.67M,0.59%
"Apr 04, 2019","11,598.00","11,660.20","11,662.55","11,559.20",349.03M,-0.39%
"Apr 03, 2019","11,643.95","11,735.30","11,761.00","11,629.15",365.76M,-0.59%
"Apr 02, 2019","11,713.20","11,711.55","11,729.35","11,655.85",386.13M,0.38%
"Apr 01, 2019","11,669.15","11,665.20","11,738.10","11,644.75",379.57M,0.39%
"Mar 29, 2019","11,623.90","11,625.45","11,630.35","11,570.15",416.28M,0.47%
"Mar 28, 2019","11,570.00","11,463.65","11,588.50","11,452.45",527.68M,1.09%
"Mar 27, 2019","11,445.05","11,531.45","11,546.20","11,413.00",350.45M,-0.33%
"Mar 26, 2019","11,483.25","11,375.20","11,496.75","11,352.45",282.58M,1.14%
"Mar 25, 2019","11,354.25","11,395.65","11,395.65","11,311.60",294.46M,-0.90%
"Mar 22, 2019","11,456.90","11,549.20","11,572.80","11,434.55",386.19M,-0.56%
"Mar 20, 2019","11,521.05","11,553.35","11,556.10","11,503.10",366.30M,-0.10%
"Mar 19, 2019","11,532.40","11,500.30","11,543.85","11,451.25",326.10M,0.61%
"Mar 18, 2019","11,462.20","11,473.85","11,530.15","11,412.50",320.25M,0.31%
"Mar 15, 2019","11,426.85","11,376.85","11,487.00","11,370.80",463.70M,0.74%
"Mar 14, 2019","11,343.25","11,382.50","11,383.45","11,313.75",294.48M,0.01%
"Mar 13, 2019","11,341.70","11,326.20","11,352.30","11,276.60",383.00M,0.36%
"Mar 12, 2019","11,301.20","11,231.35","11,320.40","11,227.00",391.31M,1.19%
"Mar 11, 2019","11,168.05","11,068.75","11,180.90","11,059.85",352.24M,1.20%
"Mar 08, 2019","11,035.40","11,038.85","11,049.00","11,008.95",326.57M,-0.21%
"Mar 07, 2019","11,058.20","11,077.95","11,089.05","11,027.10",321.21M,0.05%
"Mar 06, 2019","11,053.00","11,024.85","11,062.30","10,998.85",372.55M,0.60%
"Mar 05, 2019","10,987.45","10,864.85","10,994.90","10,817.00",373.22M,1.14%
"Mar 01, 2019","10,863.50","10,842.65","10,877.90","10,823.10",308.53M,0.66%
"Feb 28, 2019","10,792.50","10,865.70","10,865.70","10,784.85",644.16M,-0.13%
"Feb 27, 2019","10,806.65","10,881.20","10,939.70","10,751.20",381.08M,-0.26%
"Feb 26, 2019","10,835.30","10,775.30","10,888.75","10,729.30",414.95M,-0.41%
"Feb 25, 2019","10,880.10","10,813.25","10,887.10","10,788.05",385.90M,0.82%
"Feb 22, 2019","10,791.65","10,782.70","10,801.55","10,758.40",396.85M,0.02%
"Feb 21, 2019","10,789.85","10,744.10","10,808.85","10,721.50",279.58M,0.51%
"Feb 20, 2019","10,735.45","10,655.45","10,752.70","10,646.40",289.20M,1.24%
"Feb 19, 2019","10,604.35","10,636.70","10,722.85","10,585.65",291.51M,-0.34%
"Feb 18, 2019","10,640.95","10,738.65","10,759.90","10,628.40",345.44M,-0.78%
"Feb 15, 2019","10,724.40","10,780.25","10,785.75","10,620.40",521.88M,-0.20%
"Feb 14, 2019","10,746.05","10,786.10","10,792.70","10,718.75",627.04M,-0.44%
"Feb 13, 2019","10,793.65","10,870.55","10,891.65","10,772.10",321.96M,-0.35%
"Feb 12, 2019","10,831.40","10,879.70","10,910.90","10,823.80",292.32M,-0.53%
"Feb 11, 2019","10,888.80","10,930.90","10,930.90","10,857.10",285.98M,-0.50%
"Feb 08, 2019","10,943.60","11,023.50","11,041.20","10,925.45",352.79M,-1.14%
"Feb 07, 2019","11,069.40","11,070.45","11,118.10","11,043.60",263.54M,0.06%
"Feb 06, 2019","11,062.45","10,965.10","11,072.60","10,962.70",298.51M,1.17%
"Feb 05, 2019","10,934.35","10,908.65","10,956.70","10,886.70",268.10M,0.20%
"Feb 04, 2019","10,912.25","10,876.75","10,927.90","10,814.15",318.30M,0.17%
"Feb 01, 2019","10,893.65","10,851.35","10,983.45","10,813.45",482.27M,0.58%
"Jan 31, 2019","10,830.95","10,690.55","10,838.05","10,678.55",604.82M,1.68%
"Jan 30, 2019","10,651.80","10,702.25","10,710.20","10,612.85",410.11M,0.00%
"Jan 29, 2019","10,652.20","10,653.70","10,690.35","10,583.65",356.91M,-0.09%
"Jan 28, 2019","10,661.55","10,792.45","10,804.45","10,630.95",419.68M,-1.10%
"Jan 25, 2019","10,780.55","10,859.75","10,931.70","10,756.45",463.44M,-0.64%
"Jan 24, 2019","10,849.80","10,844.05","10,866.60","10,798.65",361.08M,0.17%
"Jan 23, 2019","10,831.50","10,931.05","10,944.80","10,811.95",298.88M,-0.84%
"Jan 22, 2019","10,922.75","10,949.80","10,949.80","10,864.15",300.77M,-0.36%
"Jan 21, 2019","10,961.85","10,919.35","10,987.45","10,885.75",288.83M,0.50%
"Jan 18, 2019","10,906.95","10,914.85","10,928.20","10,852.20",323.81M,0.02%
"Jan 17, 2019","10,905.20","10,920.85","10,930.65","10,844.65",271.68M,0.14%
"Jan 16, 2019","10,890.30","10,899.65","10,928.15","10,876.90",276.54M,0.03%
"Jan 15, 2019","10,886.80","10,777.55","10,896.95","10,777.55",310.74M,1.39%
"Jan 14, 2019","10,737.60","10,807.00","10,808.00","10,692.35",298.77M,-0.53%
"Jan 11, 2019","10,794.95","10,834.75","10,850.15","10,739.40",260.79M,-0.25%
"Jan 10, 2019","10,821.60","10,859.35","10,859.35","10,801.80",254.36M,-0.31%
"Jan 09, 2019","10,855.15","10,862.40","10,870.40","10,749.40",333.01M,0.49%
"Jan 08, 2019","10,802.15","10,786.25","10,818.45","10,733.25",277.70M,0.28%
"Jan 07, 2019","10,771.80","10,804.85","10,835.95","10,750.15",269.37M,0.41%
"Jan 04, 2019","10,727.35","10,699.70","10,741.05","10,628.65",296.60M,0.52%
"Jan 03, 2019","10,672.25","10,796.80","10,814.05","10,661.25",286.24M,-1.11%
"Jan 02, 2019","10,792.50","10,868.85","10,895.35","10,735.05",309.67M,-1.08%
"Jan 01, 2019","10,910.10","10,881.70","10,923.60","10,807.10",159.40M,0.44%
"Dec 31, 2018","10,862.55","10,913.20","10,923.55","10,853.20",186.50M,0.02%
"Dec 28, 2018","10,859.90","10,820.95","10,893.60","10,817.15",253.09M,0.74%
"Dec 27, 2018","10,779.80","10,817.90","10,834.20","10,764.45",470.16M,0.47%
"Dec 26, 2018","10,729.85","10,635.45","10,747.50","10,534.55",271.94M,0.62%
"Dec 24, 2018","10,663.50","10,780.90","10,782.30","10,649.25",230.29M,-0.84%
"Dec 21, 2018","10,754.00","10,944.25","10,963.65","10,738.65",389.24M,-1.81%
"Dec 20, 2018","10,951.70","10,885.20","10,962.55","10,880.05",328.80M,-0.14%
"Dec 19, 2018","10,967.30","10,930.55","10,985.15","10,928.00",321.80M,0.54%
"Dec 18, 2018","10,908.70","10,850.90","10,915.40","10,819.10",294.94M,0.19%
"Dec 17, 2018","10,888.35","10,853.20","10,900.35","10,844.85",306.15M,0.77%
"Dec 14, 2018","10,805.45","10,784.50","10,815.75","10,752.10",350.58M,0.13%
"Dec 13, 2018","10,791.55","10,810.75","10,838.60","10,749.50",387.81M,0.50%
"Dec 12, 2018","10,737.60","10,591.00","10,752.20","10,560.80",371.70M,1.79%
"Dec 11, 2018","10,549.15","10,350.05","10,567.15","10,333.85",438.70M,0.58%
"Dec 10, 2018","10,488.45","10,508.70","10,558.85","10,474.95",393.10M,-1.92%
"Dec 07, 2018","10,693.70","10,644.80","10,704.55","10,599.35",335.85M,0.87%
"Dec 06, 2018","10,601.15","10,718.15","10,722.65","10,588.25",328.28M,-1.69%
"Dec 05, 2018","10,782.90","10,820.45","10,821.05","10,747.95",322.02M,-0.80%
"Dec 04, 2018","10,869.50","10,877.10","10,890.95","10,833.35",332.14M,-0.13%
"Dec 03, 2018","10,883.75","10,930.70","10,941.20","10,845.35",422.36M,0.06%
"Nov 30, 2018","10,876.75","10,892.10","10,922.45","10,835.10",467.86M,0.17%
"Nov 29, 2018","10,858.70","10,808.70","10,883.05","10,782.35",712.65M,1.21%
"Nov 28, 2018","10,728.85","10,708.75","10,757.80","10,699.85",437.63M,0.40%
"Nov 27, 2018","10,685.60","10,621.45","10,695.15","10,596.35",382.83M,0.54%
"Nov 26, 2018","10,628.60","10,568.30","10,637.80","10,489.75",332.86M,0.97%
"Nov 22, 2018","10,526.75","10,612.65","10,646.25","10,512.00",246.93M,-0.69%
"Nov 21, 2018","10,600.05","10,670.95","10,671.30","10,562.35",310.19M,-0.53%
"Nov 20, 2018","10,656.20","10,740.10","10,740.85","10,640.85",304.32M,-1.00%
"Nov 19, 2018","10,763.40","10,731.25","10,774.70","10,688.80",280.52M,0.76%
"Nov 16, 2018","10,682.20","10,644.00","10,695.15","10,631.15",353.38M,0.62%
"Nov 15, 2018","10,616.70","10,580.60","10,646.50","10,557.50",306.01M,0.38%
"Nov 14, 2018","10,576.30","10,634.90","10,651.60","10,532.70",396.37M,-0.06%
"Nov 13, 2018","10,582.50","10,451.90","10,596.25","10,440.55",262.54M,0.96%
"Nov 12, 2018","10,482.20","10,607.80","10,645.50","10,464.05",267.71M,-0.97%
"Nov 09, 2018","10,585.20","10,614.70","10,619.55","10,544.85",305.82M,-0.13%
"Nov 07, 2018","10,598.85","10,614.45","10,616.45","10,591.80",2.83M,0.65%
"Nov 06, 2018","10,530.00","10,552.00","10,600.25","10,491.45",309.88M,0.06%
"Nov 05, 2018","10,524.00","10,558.75","10,558.80","10,477.00",311.18M,-0.27%
"Nov 02, 2018","10,553.00","10,462.30","10,606.95","10,457.70",434.18M,1.66%
"Nov 01, 2018","10,380.45","10,441.70","10,441.90","10,341.90",359.34M,-0.06%
"Oct 31, 2018","10,386.60","10,209.55","10,396.00","10,105.10",386.62M,1.85%
